description,dataset
"Astrazioni mentali, musica, libri...e qualche racconto della mia vita in ospedale...storie di un cardiologo in giro per il mondo",0
pietrogiglio@gmail.com,0
,0
AnimAzione / Organizzazione eventi e serate  6 / 60 anni  ---------------------PER SEMPRE LIBERO DI DIVERTIRTI,0
Educatrice,0
fra folli e briganti tweet dalle nebbie polesane,0
Una scelta complessa,0
"You must fight 4 all ur weaknesses, only in this way u can defeat them. FIGHT.FIGHT.FIGHT.",0
"Una principessa che ha lasciato la testa tra le nuvole e, per recuperarla, è salita su un ciliegio",0
http://www.myspace.com/kemicalmati .http://mati-rmx.tumblr.com/,0
Imprenditrice,0
Long Live Rock 'n' Roll,0
‖‖ Queer As Folk obsessed ‖ Potterhead ‖ Larry Believer ‖ Tribute ‖‖ La vita mi è stata rubata. Ma non riportatemela.,0
Confusa come un camaleonte in una vasca di smarties.,0
Student of Journalism at the University of Verona ,0
,0
Medico Internista - Geriatra - Nefrologo - Ecocolordoppler - Eco small part - Management in Sanità ( Univ. LIUC ),0
"So di non sapere per questo studio.!S.Politiche [Mi] RENZI,MILAN.!",0
",",0
Dopo la notte viene sempre il giorno...!!!,0
E' ubbidiente e intelligente. Gli manca solo la parola. ,0
- Ideatore del #TweetInutile - Membro dell'#ArmataCaronte - Profilo di riserva: @niconick89_ - Per @slytherininside sono «Limone inside»,0
Dire solo ciò che c'è da dire,0
"Ricorda,se hai bisogno di una mano,la troverai alla fine del tuo braccio. ",0
"Tour Leader, Tourism research..whatever starts with Tour..:-)",0
"Teatro, cinema, amore, dragon boats, treking, tennis, amore, bonsai, fiori, buona cucina, buon vino, musica musica e ancora musica ...  amare la propria donna .",0
Daddy B,0
Andrea Mirò Official Twitter Page,0
Tu mi rubi l'anima e poi la getti via da te...,0
"passionée di TV e di sport. Ho il culto delle gioie semplici. Esse sono l'ultimo rifugio di uno spirito complesso (O.Wilde). only a follower, just for fun X",0
"Provo a scrivere romanzi.   Dire, fare, baciare, lettera e testamento.",0
Tecnico di laboratorio chimico-biologico .Amo la musica cine e viaggi.Parlo spagnolo francese end eng.,0
"oned|justin|demi|miley|conor|selena  IDOLIϟ♡larry   TAAPPETO DI FRAGOLEEE  «You have my heart, keep it safe.» He whispered. #darksofia,marta,alice❤",0
Representante de jugadores profesionales de baloncesto y fundador de Assist Sport Agency. ,0
"I am usually the person around the big smile. Well, okay. Usually.",0
segni particolari: + o -,0
Studente. Da domani.,0
I'm a natural disaster. ,0
"Ama la verita', ma perdona l'errore.",0
"Studente con grandi aspirazioni!Mi piace la musica,gioco a pallavolo,tifo Milan e provo un agguerrito interesse per la politica e la mia cara città eterna Roma!",0
international cooperation; literature; anthropology; capoeira  :-),0
"I'd rather be hated for who I am, then loved for who I'm not. (...)",0
"Promessa mancata di non si sa bene cosa, oggi fenomeno (para)statale. ",0
6/11/12 Giuseppe Giofrè TI SEGUE *sogno* 12/10/12 - 9/01/13 Carlotta Ferlito ha RITWITTATO il tuo tweet ❤ 18.01.13 Luciano Cannito ha risposto ad un tuo tweet ❤,0
Non e' importante come colpisci l'importante e' come sai resistere ai colpi e se finisci al tappeto hai la forza di rialzarti. Rocky Balboa ,0
abbelli capelli!!!,0
http://t.co/ciYtHo6U,0
Sei sicuro di avere la risposta?,0
"genovese,mamma e nonna,impiegata,ma,soprattutto,volontaria di protezione civile e antincendio boschivo",0
Sono nata per leggere ciò che vede e sente l'altro. Sono nata per scrivere ciò che vedo e sento io. Senza questo niente avrebbe senso.Per me.,0
Inteeeeeeeeeeeeeeeeeer!,0
SciPol.radicalchic.Lansoprazolo.campari.oldschool.falselashes.Internazionale.LaRepubblica.cappuccino.Baustelle.occhialidasole.Difficilmente gestibile.,0
"Incorreggibile romantica. Inguaribile sognatrice. Grafica, illustratrice, precaria disperata. Appassionata. ♥ Donne Poesia Arte Musica Cinema Libri Gatti Moda ♥",0
Funzionario dell'A.S.L. di Salerno. Laureato in Giurisprudenza. Esperto di gestione del personale e comunicazione pubblica.,0
........ norikoete,0
La bugia è una parola beffarda al servizio della verità,0
finché il potere dell'amore non supera l'amore per il potere non ci sara' pace nel mondo J.H.,0
"La mia amica Francesca mi ha citato nel suo tema, cucciola -3-",0
"Sono un'inguaribile romantica un po' nevrotica ma non patetica certo Unica❤.juventina nel cuore, mamma di Leonardo!",0
"- Sulle città splendenti di passate razzie di futuri spettacoli, cit - http://t.co/soBwEDMD24",0
Il Rap è la musica più ribelle e diretta che sia mai stata creata . ,0
"Laureata in lingue e letterature straniere..studentessa di comunicazione e pubblicità in quel di TS..amante di vino, musica e motori",0
　,0
"I bradipi lottano contro le ingiustizie, gli sprechi, la svendita dei beni comuni e la stupidità del genere umano.",0
La felicità è costituita da una salute di ferro e da una memoria corta. http://t.co/s94VHBVEGb,0
"SONO TIFOSISSIMO DEL GROSSETO,MI PIACCIONO TUTTTI GLI SPORT,LA BUONA CUCINA E LA SINCERITA' SONO UN TRAPIANTATO DI RENI E LA VITA E' TUTTA IN SALITA....",0
Le cose intorno a noi nascondono una realtà più profonda dove il tempo e lo spazio abituali perdono di senso... ,0
"Non è un dramma vedere il tuo esperimento andare a fuoco....si rifà.....peggio è se ti rende partecipe! Sì, sono uno di #YASdG ʘoʘ Wooooooooo!",0
"la poesia non é fuori, é dentro!",0
I'm swimmer!,0
A discolpa dei politici è giusto sottolineare che essi sono solo l'espressione di una determinata società!!!,0
Mi faccio i cazzi miei a casa mia.[Theoretical Filmmaker & Sunday's Photographer],0
"Amo pescare perchè quando sono immerso nella natura mi rilasso fisicamente e mentalmente, tiro fuori un altro lato del mio carattere.",0
"suono, mi diverto, studio Economia e cerco di capire cosa mi circonda",0
"Ingegnere, esperto di tecnologia meccanica, macchine utensili. progetti di ricerca europei, politiche industriali, sostenibilità. Appassionato di automobili.",0
"Viviamo in un mondo in cui ci nascondiamo per fare l'amore, mentre la violenza e l'odio si diffondono alla luce del sole.",0
"Toscana trapiantata in Emilia per amore, ama il suo lavoro, leggere, il suo divano bianco e bere buon vino.",0
Jimbu,0
Siamo immersi in un fiume di chiacchiere senza più riuscire a parlare davvero...,0
,0
"“I love people who make me laugh. I honestly think it's the thing I like most, to laugh. It cures a multitude of ills. Audrey Hepburn",0
All I ever have: Redemption Song,0
"Uno, nessuno, centomila...",0
In estrema sintesi: sono chiunque crediate io sia. E va bene così.    [Benvenuti sul mio ottovolante emotivo],0
Classe1984.Napoletano a Milano.Copilota Ufficio stampa RTL 102.5.Dischi.Britpop.Morrissey.Scrivo su Troublezine.Milan.Man City.Wrestling.Libri.Cinema.Tisane. ,0
I promise you that I will learn from my mistakes.,0
I sogni sono il mio carburante quotidiano.....,0
juventus fan e studente di ingegneria ,0
I work at @LOIFANCLUB | @tombeckitaliafc | @WeNeedLaFee | First @MoritzTittel Fanpage MoritzTittel'sFansAroundTheWorld,0
"Mi hai salvato la vita, sì proprio tu, e la vita da quel giorno mi è piaciuta di più e non sai, non sai quanto bene mi fai. Sei tutto. @marcoofficial ",0
"❤ ⛳Golf, Art, Bike and Love. ⛳ ❤ http://t.co/sjm0OfN2",0
Faccio suonare la musica italiana a Radio Italia Solomusicaitaliana. Mi piace l'azzurro specialmente se accostato al nero,0
per la libertà di vivere e di essere come si vuole!,0
'Noi siamo come il Lussemburgo...ci governiamo da soli'http://t.co/FHUeT6Ii,0
"La vie n'est pas en noir et blanc, la vie est en or.",0
"mamma, donna, moglie!...innamorata della VITA!",0
insegnante,0
studente\cazzaro,0
 «La bigamia è avere una moglie di troppo. La monogamia lo stesso». Oscar Wilde  ,0
"B&S supporter, poeta, esteta e da oggi artista",0
tifoso antichista,0
Felice di essere cristiano. Sacerdote da pochi mesi. Motto: Risparmia il fiato e annuncia il Cristo! http://t.co/VcGOqHKSnb,0
"studente di management, nei prossimi 3 anni commercialista. amante della bella vita. la mia libertà finisce dove comincia la vostra, agite di conseguenza",0
"mi chiamo silvia e sono felicemente sposata con roberto ed o una figlia di 13 anni,lavoro come badante sopratutto con gli anziani e non.",0
From Milan or NaplesI study Interior Design @polimi,0
"Si dice vi siano vite unite fra loro nel tempo, legate da un'antica chiamata, che riecheggia nelle Ere",0
"#Rockabilly rocker. #MotoGuzzi (#Guzzi) owner & #biker. #Rugby (#rugby_pazzi), #comics, #formula1, #motoGP, #SBK, #tattoos & #movies addicted.",0
amo la musica lo sport il cinema.,0
Surprisingly entertaining and refreshing tweets for such a boring life!,0
Sono nata e vivo in provincia di Genova;da piccola decisi di tifare Cagliari e continuo a farlo anche se non ho mai messo piede in Sardegna...,0
Fascinated with the unknown..what's in the future?,0
"La mio bio in 160 caretteri ? Ma stiamo a scuola? Amo il basket e la musica,sono un appassionato Apple e..niente:seguitemi e non ve ne pentirete :D#ForzaMilan",0
"Rapper, singer / PE MCThe sky's the limit!",0
"Complicata, ma semplicissima per chi mi conosce bene! ❤@brussergi/♥London",0
troppo poco spazio per descrivere la mia altra me e la sua pazzia!,0
"Quasi ingegnere elettrico, siciliano, forza inter e #DAICAZZO!!!",0
"Socio di @2viLug, sassofonista di @bandapovolaro",0
Ingegnere libero professionista votata allo Sviluppo Locale,0
" La felicità umana non sembra fosse inclusa nel disegno della creazione, siamo solo noi, con la nostra capacità di amare, che diamo significato all'universo..",0
fat bottomed girl,0
la mosca bianca,0
L' angoscia e un pò di vino,0
citizen of the world,0
Ever tried. Ever failed. No matter. Try again. Fail again. Fail better.     Samuel Beckett,0
"Vivo tra Milano e Pavia, studio giurisprudenza, amo la musica, l'arte e la letteratura, appassionato di storia antica. Seguo con fervore la politica italiana.",0
"e riconobbi il tuo sguardo in quello di un passante, ma pure avendoti qui ti sentirei distante",0
"Autentica,dal 1996.L'unico modo per fare esperienza che non è possibile fare concretamente è attraverso l'arte e la letteratura. cit.| Fan di @NekOfficial",0
"Maniaca della tecnologia, il web sempre in punta di dita, la politica è il mio chiodo fisso",0
Dott.ssa specializzata in Pedagogia sociale e interculturale,0
"Amante degli animali, del teatro e dei documentari!! ",0
non c'è più niente da fare..,0
"amo molto i fiori, ascolto molto la musica di ogni genere specialmente :musica italiana e alcuni artisti stranieri tipo gli U2, Robbie Williams. Coldplay, ecc..",0
"Vincere non è importante, è l'unica cosa che conta!",0
"Non credere a chi, con aria sopraffine ed un'alzata di sopracciglio, vuol farti credere che lo streep-poker sia roba fuori moda.",0
cogito ergo sum,0
Thank god it's friday.,0
"Things I need to live: Green Day, Food, Water, Green Day, Friends, Family, Green Day, Music, did I mention Green Day?",0
"Man from Bergamo, 22, Studying Law in Milan. Interested in Football, Tech, Music and Movies.",0
La vita è fatta di piccole cose..,0
Rugby player for Alghero Rugby 1975,0
Living in Italy but loving the States. Lavis-EastBridgewater ,0
a dreamer!,0
"Bisogna saper ridere di se stessi. Dopo che sei inciampata e caduta davanti a tutti, devi essere la prima a ridere. Così ci si ama un po' di più! ;)",0
"Non mi piacciono i pregiudizi, cerco sempre di sentire le due campane. ",0
Studente ed appassionato di calcio...,0
"I'm afraid to take a bath when I'm home alone. The water flows noisy, so I can't hear the maniac breaking my lock.",0
VoglionoCheScrivaQualcosaDiInteressanteSuDiMeMaProbabilmenteSuDiMeNonC'éProprioNullaDiInteressanteDaDirePeròSonoRiuscitaAlmenoARiempireCentosessantaCaratteri,0
"Poker player, donna di scienza, fashion addict. E tutto in una persona sola!",0
A volte il vincitore è solamente un sognatore che non ha mai mollato!,0
Sindacalista,0
cooosa esser Tu? ,0
From the moment I met you everything changed I knew I had to get you whatever the pain I had to take you and make you mine  || Ask for follow back ,0
perchè un grande sogno è meglio di niente e insieme si sogna meglio,0
coniugato con due figli piccoli.....non dico altro.non si puo piu andare avanti cosiiii,0
University's student of administration economy and finance. ,0
"Dottoranda in Archeologia dell'Università di Granada, Spagna.Laureata in Conservazione dei Beni Culturali, Sassari ",0
"If You Read This, You Are The Resistence",0
"Sono dei gemelli, quindi cambio idea ogni giorno. Prendo la vita con ironia. Mi distraggo spesso. Ho un istinto infallibile, che non ascolto mai. Sorrido sempre",0
la vita vale la pena di essere vissuta sempre xchè è bella anzi bellissima,0
"Studente di Ingegneria Informatica al Politecnico di Torino, bassista dei Forever Ended Yesterday, appassionato di musica, cinema, informatica e tecnologia.",0
Imprenditore -Commercio all'ingrosso- mi sento italiano ma me ne andrei volentieri a Nizza o a Barcellona.,0
"Mi occupo di autismi, di bambini speciali, neurodiversi e conduco da anni in solitaria una ricerca sulla menopausa precoce.Mi sento madre dell'Umanità.",0
aiutatati che Dio ha da fare,0
"Sposato con Vittoria, papà di Chiara e Marco. Professore di Economia, Università Bocconi. ",0
Non ho di mio più del sogno del passaggio. Il resto è terra e cielo.,0
"Young woman hungry for culture :) Real bookworm, crazy for travelling, loving art, music, cats, penpalling, drawing, football and ... deep conversations!",0
#NAME?,0
"marcotrombetta, avvocato in Roma e onweb",0
Sono un disadattato.,0
Milanese e milanista. Libero professionista nel settore agro alimentare ed ecologico ambientale. Segretario Nazionale del CNPA,0
"Ogni giorno, una notizia, un logo. ",0
"http://t.co/kNiDqhZz  MY FACEBOOK PAGE, PLEASE COME HERE!",0
Come vorrei essere da grande???Vergognosamente felice!!!,0
Avevo deciso di non parlare piu' ma ho cambiato idea  - BRUZZONIANO -  Oriana Fallaci always in my mind,0
#Studente di infermieristica presso la Sapienza di Roma .. O almeno ci provo :),0
"Fino a 20 anni poco,poi ho iniziato a dipingere.Mi alzo prestissimo.",0
mi siedo dalla parte del torto perchè dall'altra parte tutti i posti sono occupati (...)credevo fosse amore invece era un calesse,0
"Mi piace pensare, sognare e leggere. Credo negli occhi dei bambini e in poco altro. Ho perso la fiducia nella gente e non ho intenzione di andarla a cercare.",0
-Ho sempre le mani BAGNATE- |O| #Calzona #SwanQueen #AHS #GreysAnatomy #Onceuponatime,0
...parole in libertà vigilata...,0
"Seminarista presso il Pontificio Seminario Marchigiano Pio XI per la diocesi di Senigallia. In tirocinio pastorale nella parrocchia del Portone, Senigallia.",0
"Un paese vuol dire non essere soli, sapere che nella gente, nelle piante, nella terra c'è qualcosa di tuo e che anche quando non ci sei resta ad aspettarti.",0
"Ho giurato ad Ippocrate, faccio musica per la gloria e mangio marshmallow.",0
La vita è bella... e vale la pena viverla!,0
"Sono sempre in ritardo.               {1996}http://t.co/XwBzpGbF{E se avessimo preso una droga in un'altra realtà, e questa vita fosse tutta un viaggio?}",0
Solo un altro sballato in un mondo di sballati...,0
La mia sarditÃ  puÃ² non piacere ad alcuni ma io sono fiera di essere sarda. ,0
"Padre di Davide, Matteo e del del marchio Cartucciain. Imprenditore, affascinato dalla vera politica, fotografo amatoriale.",0
"One day you will have to make a choice. You will have to choose what kind of man you want to be. Whatever your choice, a man good or bad, will change the world.",0
Ci sono perché dicono che ci devo per forza essere. Il gossip è qui.,0
Enjoy ! ,0
Pensionato Salva Italia,0
Come al solito.,0
"Uomo libero, tu amerai sempre il mare! Il mare è il tuo specchio; contempli la tua anima nello svolgersi infinito della sua onda.                   (Baudelaire)",0
"ho lavorato x 42 anni,pensionato,marito da 37 a,padre e nonno mi dedico al volontariato 118 con misericordia e pulmino amico,ass.onlus trasporti ammal. oncolog.",0
"É difficile mettere d'accordo 2 persone, figuriamoci un popolo intero!",0
"Nato da tempo,tanto tempo. Gli piace l'umanità , Roma e la Roma .  ",0
E quindi? ciccia :3,0
le piÃ¹ grandi vittorie nascono sempre da una sconfitta.,0
Restauratore di Monumenti,0
E poi ci sono quei momenti in cui il cuore batte cosÃ¬ forte che l'unica cosa da fare Ã¨....scriverlo!!!,0
flower grover no sport videogames and poker nlh maniac,0
Se non hai coraggio lascia perdere l'amore...,0
"â€ŽIf I find in myself a desire which no experience in this world can satisfy, the most probable explanation is that I was made for another world. ",0
"Laurea Degree, Ph.D, Specialist in research on persoanlity psychology, Usa, North Europe to get back to the Starting Point",0
Studente di sociologia e politiche sociali.,0
"Working Hard, I'll Reach My Goal.",0
Il tentativo di adattamento al mondo è il male assoluto. L'origine dei malesseri e dei crimini. Fate l'elemosina sempre a tutti. - Vegan -,0
la pazzia Ã¨ il mio stile di vita,0
"Futuro progettista o giardiniere, per quel che ne so",0
artista é chi sà fare di una soluzione un enigma Karl Kraus,0
'Nu Buono Guaglione.,0
"Ogni persona è un abisso, vengono le vertigini a guardarci dentro..Avviso ai miei followers: non sporgetevi troppo.",0
"Quello che non ci uccide ci rende più forti.Consulente di risparmio aziendale, scrittore e blogger#m5s",0
"atletica leggera, rally, s'ardia, giardini e fiori, formentera, F1, livigno",0
"Music, NBA, Tech",0
I'm a black ©at.Put your lips on me and I can live underwater.,0
"Roma, studente",0
,0
M'innamoro di tutto.,0
"Amm.Del. BacktoWork24 (Gruppo 24 Ore);azionista Sciallino Yatch, Moto Borile, C.Medico Ambrosiano; MediciperTutti",0
"Be my stairs, I'll be your One Direction                                    ",0
Tento di tenere in equilibrio gli aerei e la mia vita familiare... arf arf...,0
I'm just a Hepburn livin in a world full of Hiltons.,0
"Dispensatore di tenerezze. Spesso melodrammatico, ho la convinzione di essere stato Maria Antonietta in una precedente vita! capostipite del #TeamAmbigui cit. ",0
"Non so che cazzo scriverci qui, vuoto!! Stavo pensando di fare un elenco di tutte le parolacce che conosco, ma non ne ho voglia!! Direttamente da:",0
Mejo far gnente sforsaj che lavorar de gusto...,0
"giornalismo, giornalismi, musica, libri, letture, viaggi",0
what a wonderful GREEN world_,0
Scazzo hipsterico,0
donna a cui piace ridere e far ridere...,0
laureato in legge  - imprenditore - scorpione -i miei cani sono nerone e roky,0
Life is Beautiful ☮,0
Perché il Sud è un luogo dell'Anima e la verità viene sempre dopo il però. I miei pensieri si cullano nel Mediterraneo ,0
"Siciliana, riccia. A casa mi chiamano Bismarck. Views are just my own. RT are not shared opinions",0
" ,ascolto musica  ,leggo libri, guardo film ,veneto a bergamo ma errante in italia e all'estero (sud America) , qui opinioni cazzate , libertÃ  .... ",0
"Romano,a Firenze per incoscienza,o forse vocazione",0
"Studio al classico, o almeno ci provo. Non potrei vivere senza amici, il mio iPod e la fotografia. E gli Swedish House Mafia ovviamente. ",0
#followthepigeon #slurp #commonplayground ,0
               Amo tutti gli animali. Ho cani gatti un merlo indiano un marito e un figlio adolescente che adoro. Rispetto e aiuto se posso il mio prossimo,0
"la mia bio non la scrivo perché un giorno la pagherete 47,99 €",0
"Se non provi a spostare l'orizzonte un po' più in là, i sogni non coincideranno mai con la realtà - Apprendista giornalista - http://t.co/a5Ircbrj7Z",0
 nonostante tutto .....  La vita é bella. ,0
mugnaio urlante,0
Il popolo DETTA libertà!,0
La Vittoria Sara Mia,0
"Impossibile è solo una parola pronunciata da piccoli uomini che trovano più facile vivere nel mondo che gli è stato dato, piuttosto che cercare di cambiarlo.",0
"Qualunque idea hai, seguila fino in fondo. Se abiti in Italia, in fondo a destra; tira l'acqua grazie!",0
"Amo la radio, il giornalismo, lo sport e tutto ciò che è misterioso...perchè tutto va scoperto e raccontato, in questa vita.",0
l' unico cane tanto figo da avere un account twitter,0
"Se un uomo non ha il coraggio di correre qualche rischio per le sue opinioni, o le sue opinioni non valgono niente o non vale niente lui (Ezra Pound)",0
"••• Mercante di guai e stravangante ottimista ••• È un brutto mestiere,ma qualcuno doveva pur farlo!",0
"Diritto, comunicazione, scautismo e altro, tra Verona e Roma",0
"qui condivido tutto ciò che trovo interessante,divertente,giusto,ingiusto,nessuna distinzione politica,rispetto il pensiero di tutti anche se non lo condivido",0
Rockarolla & Football player ,0
"Non sono l'attore ma  un semplice restauratore di quadri. Per chi non mi conoscesse:Piacere, Ansia e Paranoia!",0
Di tanto in tanto dovremmo fermarci per capire se siamo nati del tutto,0
Ho sempre odiato le risposte limitate.,0
"Informatica, filosofia, natura, cultura, musica, sport e trekking, viaggi nel mondo e nel pensiero.",0
'I'm in love with Harry and his little things',0
Studente universitario-promotore eventi.,0
"Solare e simpatica, amante dei dubbi e del giallo, ribelle come una mela blu. Se mi segui sono fatti tuoi. ",0
Bler Rhar Rhe,0
"Ho intrapreso plurime forme d'arte, dalla poesia al cunnilingus, volevo anestetizzarmi, ma ho preso l'herpes.",0
"Studente, youtuber e futuro videogame developer.Adoro i gatti.E scrivere.Ma anche la Psicologia, l'Informatica e la Filosofia.E le battute squallide.",0
Programmatore active server page,0
Studente in Giurisprudenza. Amante della politica. Quella buona!,0
"P!nk, my idol, my life... Beam me up, let me be lighter I'm tired of being a fighter! â¤ @justinderrico Nali",0
Studentessa di #Giurisprudenza (così dicono!) #Io e la Pazienza abbiamo strappato le foto in cui eravamo insieme! #LucianoLigabue. TERMINI IMERESE - Palermo,0
Romanista & Gattara,0
Ingegnere Meccanico,0
"Future Nurse. Sensibile, sognatrice, romantica.",0
ogni essere umano e unico.,0
Dreamer ,0
Chi ha ridotto così la città più bella del mondo?http://t.co/8mZsRBMd4i,0
"Sposato con Nadia, papà di 2 bimbi, è responsabile comunicaz. della Fassi Gru SpA (He's married to Nadia, with 2 children,is Communication&PR manager of Fassi)",0
Semplicemente innamorata della musica!,0
Perchè le risposte rendono saggi ma le domande rendono umani...,0
"Milanese, curiosa osservatrice in esplorazione della cultura digitale.",0
"Impiegato, fotoamatore, appassionato di politica, montagna, buona cucina, cinema e arte. Mi piacciono le nuove sfide.",0
"Appassionata di #smm, #Newmedia e #comunicazionepolitica Esploratrice dello spazio web. RT is not endorsement.",0
permettetemi di dire la mia,0
"Nato a Milano il 18/06/1983,vivo a Barcelona dal 1997.Rossonero di nascita,Perico di adozione.Comuniero dal 2008,dirigo due squadre:AC Milan 18 e Diavolo 18 ",0
Mi piace camminare sulla neve vergine di passi perché non voglio camminare sui pensieri altrui. Ogni passo è un pensiero diverso - G. Guareschi,0
Donna impegnata nel sociale e determinata a inseguire e raggiungere tutti i suoi sogni.,0
'Wrong hour. Wrong day. Wrong year. Wrong life.',0
"Classe 1992, studentessa di Farmacia a Milano.",0
Adoro i videogame ci gioco dal 94' non ho mai smesso e non ho intenzione di farlo......infine sono dipendente da #OnePiece e gran lettore di comics americani :D,0
"Urban Planner. Attenta osservatrice della realtà. Costantemente in viaggio, tra luoghi reali e immaginari. Creativa e sperimentatrice.",0
PhD Fellow in Arabic Linguistics,0
"smiles, concerts, ac milan and annalisa make me happy. || emmanuela marrone, luciano ligabue il mio atto di fede. || tvd.",0
Me,0
"Quando l'ingiustizia diventa legge, resistere diventa un dovere. ---Thomas Jefferson---      http://t.co/smS3loXl3S",0
Official Twitter Account,0
Prima o poi metterò la testa a posto. Avventore del bar sotto il mare. Discepolo del libraio di Selinunte,0
Ad maiora.,0
PI Marina Militare http://t.co/39Dsa25y,0
"Ingiuriare i mascalzoni con la satira è cosa nobile, a ben vedere significa onorare gli onesti",0
,0
My other Twitter profiles: @ginobruschi (main channel) @riflessidime69  (aforismi e citazioni)  @LiveMusic69 (Live music)   @EthnicMusic69   ,0
"No, grazie.",0
essere umano (unica definizione immutabile),0
Sono offensivo. E politicamente scorretto.,0
"Attrice ,ballerina ,modella ",0
"Ingegnere, sognatore pragmatico, vedo spesso più di quello che vorrei ma sento il bisogno di non passarci sopra mai!",0
Adoro gli spazi all'aperto ma so essere attenta a ciò che accade dentro,0
"...le stelle stanno in cielo, i sogni non lo so...ma so che sono pochi quelli che si avverano...",0
"Pedagogista, educatrice e mamma di 2 bimbi",0
Sono padrona di me stessa. Posso tutto. :),0
Dovrei saperne un po' di economia ,0
The spending power of a government is actually limited only by what is offered on the market in exchange for his currency  ,0
odio le persone scontrose e quelle che alimentano la violenza.Se questo ti appartiene sei pregato di sloggiare.....agisco d istinto....Instagram  Annasky76,0
cronaca di una vita inaspettata...,0
"Robert Downey Jr., Johnny Depp, Robert Pattinson, Chris Hemsworth, Brad Pitt. #Marvel - #TheAvengers - #Sherlocked ↕ Otaku and Japan lover. Any problems?",0
La nostra conoscenza può essere solo finita mentre la nostra ignoranza deve essere necessariamente infinita,0
Maya Marchioni rivoluzionaria civile â€¢ http://t.co/SUhWPIBC  #rivoluzionecivile ,0
"18. I sorrisi, il sole e il mare mi rendono felice. La pioggia, i pennarelli grigi e l'insalata mi mettono tristezza. Da grande voglio sposare GuÃ¨ â¤",0
"Fama di loro il mondo esser non lassa; misericordia e giustizia li sdegna: non ragioniam di lor, ma guarda e passa.",0
It's hard to be religious when certain people are never incinerated by bolts of lightning. (Bill Watterson),0
"Al calare delle tenebre, si rivela la vera natura e tutto è lecito, fino al sorgere del sole ! Facebook : Marco Mitch Menegatti - Instagram : Sirmitch23",0
sto per uscire dal tunnel dell'università e spero di provare la stessa sensazione che si prova una volta finita la corsa sui tronchi di Gardaland..intanto..,0
Dicono che sono ingegnere. Mi piace cucinare. Ho una buona memoria e la battuta facile,0
"LE MIE PASSIONI. La Famiglia, i Settori Giovanili del calcio dilettantistico, la vita Amministrativa del territorio e naturalmente le Vespe.",0
Life is but a dream,0
Juventus Fc - Football - NBA - Lo Zoo di 105 - The Walking Dead,0
La vita è una merda...e voi siete pieni di vita cari amici miei...(Cit.),0
"Ascolto, osservo, tocco, annuso, assaggio. E scrivo.",0
psicoterapeutaamante di Roger Federer,0
happiness.,0
"Avvocato civilista per lavoro, fotoamatore per passione",0
Si ride per non piangere.Spesso.,0
Prodotto atipico emiliano.Nata nell'epoca sbagliata.Erborista per passione e professione.Degustatrice di serialtv.Gesù avrebbe dovuto moltiplicare la birra.,0
Esperta in Ricerca&Selezione del personale: datemi dei cv e vi solleverò il mondo! ;),0
Addummann se me ne frech?!,0
So usare il congiuntivo. Il che non è roba da poco. ,0
"filosofo a fondo perduto alla statale di Milano, appassionato di blues e del teatrino di fantapolitica dell italia contemporanea",0
Fino alla Fine.....,0
Non esistono cani cattivi ma cattivi padroni..,0
Alcuni uomini vedono le cose così come sono e dicono: perché?Io sogno le cose come non sono mai state e dico: Perché no? ,0
Sono giunta ad un'etÃ  in cui solo le persone a cui tengo riescono veramente a ferirmi... gli altri al massimo riescono a farmi incazzare!,0
"Più intelligenza avrai, più soffrirai.",0
"Svolgo con fatica la professione forense, in un mondo che odia la concorrenza e vive di rendite! Ma amo quello che faccio e non mollo! ",0
''Sono la cattiva compagnia di me stessa!''''Ho sempre avuto la testa a posto...Ma non ricordo in quale posto!'' ,0
In realtÃ  il mignolo Ã¨ ben saldo alla mia mano...sono svogliato e mi serviva un nomignolo un po' alla veloce!,0
"vogliamo poter restare in Italia, vogliamo poter tornare, ma per farlo serve cambiare tutto #vogliorestare",0
la vita è come una foglia d'autunno,0
"Nata e cresciuta in Ticino,scorpione ascendente scorpione.. esaurita o esaltata.. meglio che inizi bene la giornata!!!",0
"storica dell'arte, curatrice museale, studio pittura centroitaliana del XVI secolo (e dintorni). Galleria Palatina, Firenze.",0
Studente di Ingegneria per l' ambiente e il territorio presso l' universitÃ  di Padova.,0
"Fa, con successo, il ballerino di pole dance ed a tempo perso, il General Manager di uno dei mille hotels piu' migliori assai del mondo.",0
"Studente di lingue straniere. Appassionato di comunicazione, media, lingue, linguaggi, web e scrittura.",0
"I'm Sarah! @greenday are my favourite whoresC: #amala #PUNK #Sum41 #Blink182;Guns n'Roses!Linkin Park,30STM♥Pink Floyd♥ #GreenDayFamily♥ #Sparks #RyanGosling",0
"Donna del sud, col sacro fuoco passionale salentino.Integralista bianconera, non sopporto prescritti politici e sportivi. Non odio sarebbe spreco d'energia",0
芭芭拉 dreams ♥ Mi Drogo di Emozioni ♥ Fotografo Nuvoloni Grigi ♥ Ho un'insana passione per i dettagli ♥,0
Ciclista under 23 al g.s. Mastromarco e studente di radiologia all'università di Firenze,0
"' So chi sono e in che cosa credo ed è tutto quello di cui ho bisogno ' Studente, adolescente a tempo pieno",0
Chemical and Biochemical engineering student;Artist-Juggler as a pastime;Cinema lover and movie-goer.,0
"So drunk, though our hands surely wovenentire fleets of staggering ships.Now our ships line the floors of the ocean,and the oceans breaching on the ridge",0
